id,color,turn,p,i,d
6200,28,-8,-2.592,-5.546962,0
6201,27,1,-2.268,-5.562708,9.1125
6202,27,-7,-2.268,-5.577405,0
6203,27,-7,-2.268,-5.592102,0
6204,27,-7,-2.268,-5.606798,0
6205,27,-7,-2.268,-5.621495,0
6206,27,-7,-2.268,-5.636191,0
6207,27,-7,-2.268,-5.650888,0
6208,27,-7,-2.268,-5.665584,0
6209,25,1,-1.944,-5.679231,9.1125
6210,25,1,-1.62,-5.690779,9.1125
6211,25,-7,-1.62,-5.701277,0
6212,24,2,-1.296,-5.710724,9.1125
6213,24,-7,-1.296,-5.719122,0
6214,25,-7,-1.296,-5.72752,0
6215,25,-7,-1.296,-5.735918,0
6216,25,-16,-1.62,-5.745366,-9.1125
6217,25,-7,-1.62,-5.755864,0
6218,25,-7,-1.62,-5.766361,0
6219,25,-7,-1.62,-5.776859,0
6220,25,-7,-1.62,-5.787357,0
6221,25,-7,-1.62,-5.797855,0
6222,25,-7,-1.62,-5.808353,0
6223,25,-7,-1.62,-5.818851,0
6224,28,-16,-1.944,-5.830398,-9.1125
6225,28,-17,-2.268,-5.844045,-9.1125
6226,28,-17,-2.592,-5.859791,-9.1125
6227,28,-8,-2.592,-5.876587,0
6228,28,-8,-2.592,-5.893383,0
6229,28,-8,-2.592,-5.910179,0
6230,29,-8,-2.592,-5.926975,0
6231,33,-27,-3.24,-5.945871,-18.225
6232,33,-18,-3.564,-5.967916,-9.1125
6233,33,-28,-4.212,-5.99311,-18.225
6234,33,-10,-4.212,-6.020404,0
6235,33,-10,-4.212,-6.047698,0
6236,36,-19,-4.536,-6.076041,-9.1125
6237,37,-20,-4.86,-6.106484,-9.1125
6238,37,-20,-5.184,-6.139027,-9.1125
6239,38,-20,-5.508,-6.173669,-9.1125
6240,38,-11,-5.508,-6.209361,0
6241,38,-21,-5.832,-6.246102,-9.1125
6242,39,-12,-5.832,-6.283893,0
6243,39,-12,-5.832,-6.321684,0
6244,40,-21,-6.156,-6.360526,-9.1125
6245,40,-12,-6.156,-6.400417,0
6246,40,-22,-6.48,-6.441357,-9.1125
6247,41,-12,-6.48,-6.483348,0
6248,41,-13,-6.48,-6.525338,0
6249,41,-22,-6.804,-6.568378,-9.1125
6250,41,-13,-6.804,-6.612468,0
6251,41,-13,-6.804,-6.656558,0
6252,41,-13,-6.804,-6.700647,0
6253,41,-13,-6.804,-6.744737,0
6254,41,-13,-6.804,-6.788827,0
6255,41,-13,-6.804,-6.832916,0
6256,42,-13,-6.804,-6.877006,0
6257,42,-13,-6.804,-6.921096,0
6258,42,-23,-7.128,-6.966236,-9.1125
6259,41,-4,-6.804,-7.011376,9.1125
6260,41,-13,-6.804,-7.055466,0
6261,41,-13,-6.804,-7.099555,0
6262,41,-13,-6.804,-7.143645,0
6263,40,-4,-6.48,-7.186685,9.1125
6264,40,-13,-6.48,-7.228675,0
6265,41,-13,-6.48,-7.270666,0
6266,41,-13,-6.48,-7.312656,0
6267,41,-23,-6.804,-7.355696,-9.1125
6268,41,-14,-6.804,-7.399786,0
6269,39,-4,-6.48,-7.442826,9.1125
6270,39,-4,-6.156,-7.483767,9.1125
6271,39,-13,-6.156,-7.523657,0
6272,36,-4,-5.832,-7.562499,9.1125
6273,34,5,-5.184,-7.598191,18.225
6274,34,6,-4.536,-7.629683,18.225
6275,31,-2,-4.212,-7.658027,9.1125
6276,31,-2,-3.888,-7.684271,9.1125
6277,30,7,-3.24,-7.707366,18.225
6278,26,-1,-2.916,-7.727311,9.1125
6279,25,8,-2.268,-7.744107,18.225
6280,25,8,-1.62,-7.756704,18.225
6281,26,-9,-1.62,-7.767202,0
6282,23,0,-1.296,-7.77665,9.1125
6283,19,9,-0.648,-7.782948,18.225
6284,19,10,0,-7.785048,18.225
6285,19,1,0.324,-7.783998,9.1125
6286,18,1,0.648,-7.780849,9.1125
6287,18,-7,0.648,-7.77665,0
6288,17,2,0.972,-7.771401,9.1125
6289,17,-6,0.972,-7.765102,0
6290,17,-6,0.972,-7.758804,0
6291,16,2,1.296,-7.751455,9.1125
6292,15,-6,1.296,-7.743058,0
6293,15,2,1.62,-7.73361,9.1125
6294,15,-6,1.62,-7.723112,0
6295,15,-6,1.62,-7.712614,0
6296,15,-6,1.62,-7.702116,0
6297,15,-6,1.62,-7.691618,0
6298,15,-6,1.62,-7.681121,0
6299,15,-6,1.62,-7.670623,0
6300,15,-6,1.62,-7.660125,0
6301,14,3,1.944,-7.648578,9.1125
6302,14,-5,1.944,-7.63598,0
6303,14,-5,1.944,-7.623383,0
6304,14,-5,1.944,-7.610786,0
6305,14,-5,1.944,-7.598188,0
6306,14,-5,1.944,-7.585591,0
6307,14,-5,1.944,-7.572994,0
6308,14,-5,1.944,-7.560397,0
6309,14,-5,1.944,-7.5478,0
6310,13,3,2.268,-7.534153,9.1125
6311,13,-5,2.268,-7.519456,0
6312,12,4,2.592,-7.50371,9.1125
6313,13,-4,2.592,-7.486914,0
6314,13,-4,2.592,-7.470118,0
6315,13,-14,2.268,-7.454372,-9.1125
6316,13,-5,2.268,-7.439675,0
6317,15,-5,2.268,-7.424979,0
6318,15,-14,1.944,-7.411332,-9.1125
6319,14,-5,1.944,-7.398735,0
6320,14,-5,1.944,-7.386137,0
6321,14,-5,1.944,-7.37354,0
6322,14,-5,1.944,-7.360943,0
6323,14,-5,1.944,-7.348346,0
6324,14,-5,1.944,-7.335749,0
6325,14,-5,1.944,-7.323152,0
6326,11,4,2.268,-7.309505,9.1125
6327,11,4,2.592,-7.293758,9.1125
6328,11,4,2.916,-7.275912,9.1125
6329,11,-4,2.916,-7.257016,0
6330,11,-4,2.916,-7.238121,0
6331,8,5,3.24,-7.218175,9.1125
6332,8,5,3.564,-7.19613,9.1125
6333,8,5,3.888,-7.171986,9.1125
6334,8,-3,3.888,-7.146791,0
6335,8,-3,3.888,-7.121597,0
6336,8,-3,3.888,-7.096403,0
6337,8,-3,3.888,-7.071208,0
6338,8,-3,3.888,-7.046014,0
6339,9,-3,3.888,-7.020819,0
6340,7,-3,3.888,-6.995625,0
6341,7,6,4.212,-6.969381,9.1125
6342,7,-2,4.212,-6.942087,0
6343,9,-2,4.212,-6.914793,0
6344,10,-12,3.888,-6.888549,-9.1125
6345,12,-21,3.24,-6.865455,-18.225
6346,13,-13,2.916,-6.845509,-9.1125
6347,13,-13,2.592,-6.827663,-9.1125
6348,18,-23,1.944,-6.812966,-18.225
6349,18,-23,1.296,-6.802469,-18.225
6350,18,-24,0.648,-6.79617,-18.225
6351,19,-6,0.648,-6.791971,0
6352,21,-15,0.324,-6.788822,-9.1125
6353,21,-15,0,-6.787772,-9.1125
6354,21,-16,-0.324,-6.788822,-9.1125
6355,21,-7,-0.324,-6.790921,0
6356,19,2,0,-6.791971,9.1125
6357,19,2,0.324,-6.790921,9.1125
6358,19,-6,0.324,-6.788822,0
6359,19,-6,0.324,-6.786722,0
6360,19,-6,0.324,-6.784623,0
6361,15,12,0.972,-6.780424,18.225
6362,15,3,1.296,-6.773076,9.1125
6363,16,3,1.62,-6.763628,9.1125
6364,14,-5,1.62,-6.75313,0
6365,14,4,1.944,-6.741582,9.1125
6366,12,4,2.268,-6.727935,9.1125
6367,12,4,2.592,-6.712189,9.1125
6368,12,-4,2.592,-6.695394,0
6369,11,5,2.916,-6.677547,9.1125
6370,11,-3,2.916,-6.658651,0
6371,11,-3,2.916,-6.639756,0
6372,11,-3,2.916,-6.62086,0
6373,12,-3,2.916,-6.601964,0
6374,14,-13,2.592,-6.584118,-9.1125
6375,14,-13,2.268,-6.568372,-9.1125
6376,14,-13,1.944,-6.554725,-9.1125
6377,16,-4,1.944,-6.542128,0
6378,18,-23,1.296,-6.53163,-18.225
6379,17,-14,0.972,-6.524282,-9.1125
6380,17,-5,0.972,-6.517983,0
6381,17,-5,0.972,-6.511684,0
6382,17,-5,0.972,-6.505385,0
6383,17,-5,0.972,-6.499087,0
6384,16,3,1.296,-6.491739,9.1125
6385,17,-5,1.296,-6.483341,0
6386,17,-5,1.296,-6.474943,0
6387,17,-14,0.972,-6.467595,-9.1125
6388,17,-5,0.972,-6.461296,0
6389,17,-5,0.972,-6.454997,0
6390,14,3,1.296,-6.447649,9.1125
6391,14,4,1.62,-6.438201,9.1125
6392,12,14,2.268,-6.425604,18.225
6393,12,5,2.592,-6.409858,9.1125
6394,11,5,2.916,-6.392012,9.1125
6395,11,-3,2.916,-6.373116,0
6396,11,-3,2.916,-6.35422,0
6397,11,-3,2.916,-6.335324,0
6398,11,-3,2.916,-6.316428,0
6399,14,-12,2.592,-6.298582,-9.1125
6400,14,-13,2.268,-6.282836,-9.1125
6401,14,-13,1.944,-6.269189,-9.1125
6402,14,-4,1.944,-6.256592,0
6403,16,-4,1.944,-6.243995,0
6404,16,-13,1.62,-6.232447,-9.1125
6405,16,-14,1.296,-6.223,-9.1125
6406,16,-4,1.296,-6.214602,0
6407,16,-4,1.296,-6.206203,0
6408,17,-4,1.296,-6.197805,0
6409,17,-4,1.296,-6.189408,0
6410,17,-14,0.972,-6.182059,-9.1125
6411,17,-5,0.972,-6.175761,0
6412,18,-5,0.972,-6.169462,0
6413,19,-14,0.648,-6.164213,-9.1125
6414,19,-5,0.648,-6.160014,0
6415,19,-14,0.324,-6.156865,-9.1125
6416,19,-5,0.324,-6.154766,0
6417,19,-5,0.324,-6.152666,0
6418,20,-5,0.324,-6.150567,0
6419,21,-15,0,-6.149517,-9.1125
6420,21,-6,0,-6.149517,0
6421,21,-15,-0.324,-6.150567,-9.1125
6422,21,-6,-0.324,-6.152666,0
6423,22,-6,-0.324,-6.154766,0
6424,22,-6,-0.324,-6.156865,0
6425,22,-15,-0.648,-6.160014,-9.1125
6426,22,-6,-0.648,-6.164213,0
6427,22,-6,-0.648,-6.168413,0
6428,23,-6,-0.648,-6.172612,0
6429,23,-6,-0.648,-6.176811,0
6430,24,-16,-0.972,-6.18206,-9.1125
6431,26,-16,-1.296,-6.189408,-9.1125
6432,26,-16,-1.62,-6.198856,-9.1125
6433,26,-17,-1.944,-6.210403,-9.1125
6434,26,-8,-1.944,-6.223001,0
6435,28,-8,-1.944,-6.235598,0
6436,29,-17,-2.268,-6.249245,-9.1125
6437,29,-17,-2.592,-6.264991,-9.1125
6438,29,-18,-2.916,-6.282837,-9.1125
6439,29,-9,-2.916,-6.301733,0
6440,29,-9,-2.916,-6.320629,0
6441,28,0,-2.592,-6.338475,9.1125
6442,28,-8,-2.592,-6.355271,0
6443,28,-8,-2.592,-6.372066,0
6444,28,-8,-2.592,-6.388863,0
6445,27,0,-2.268,-6.404609,9.1125
6446,27,-8,-2.268,-6.419305,0
6447,27,-8,-2.268,-6.434002,0
6448,27,-8,-2.268,-6.448699,0
6449,24,0,-1.944,-6.462346,9.1125
6450,24,1,-1.62,-6.473893,9.1125
6451,24,1,-1.296,-6.483341,9.1125
6452,24,-7,-1.296,-6.491739,0
6453,24,-7,-1.296,-6.500136,0
6454,24,-7,-1.296,-6.508534,0
6455,20,11,-0.648,-6.514833,18.225
6456,18,11,0,-6.516932,18.225
6457,19,2,0.324,-6.515883,9.1125
6458,18,3,0.648,-6.512734,9.1125
6459,16,3,0.972,-6.507485,9.1125
6460,16,3,1.296,-6.500136,9.1125
6461,17,-5,1.296,-6.491739,0
6462,15,-5,1.296,-6.483341,0
6463,15,4,1.62,-6.473893,9.1125
6464,15,-4,1.62,-6.463395,0
6465,15,-4,1.62,-6.452898,0
6466,13,4,1.944,-6.44135,9.1125
6467,12,4,2.268,-6.427703,9.1125
6468,12,5,2.592,-6.411957,9.1125
6469,12,-3,2.592,-6.395161,0
6470,11,5,2.916,-6.377315,9.1125
6471,11,-3,2.916,-6.358419,0
6472,11,-3,2.916,-6.339523,0
6473,11,-3,2.916,-6.320627,0
6474,11,-3,2.916,-6.301731,0
6475,11,-3,2.916,-6.282835,0
6476,10,6,3.24,-6.26289,9.1125
6477,10,-3,3.24,-6.241895,0
6478,10,-2,3.24,-6.2209,0
6479,10,-2,3.24,-6.199904,0
6480,11,-2,3.24,-6.178909,0
6481,11,-2,3.24,-6.157914,0
6482,11,-12,2.916,-6.137969,-9.1125
6483,10,6,3.24,-6.118023,9.1125
6484,11,-2,3.24,-6.097028,0
6485,11,-2,3.24,-6.076033,0
6486,11,-12,2.916,-6.056087,-9.1125
6487,12,-3,2.916,-6.037191,0
6488,11,-3,2.916,-6.018296,0
6489,13,-12,2.592,-6.00045,-9.1125
6490,13,-3,2.592,-5.983654,0
6491,13,-12,2.268,-5.967907,-9.1125
6492,13,-3,2.268,-5.953211,0
6493,14,-3,2.268,-5.938514,0
6494,14,-3,2.268,-5.923818,0
6495,14,-13,1.944,-5.910171,-9.1125
6496,15,-3,1.944,-5.897573,0
6497,15,-3,1.944,-5.884976,0
6498,15,-13,1.62,-5.873429,-9.1125
6499,15,-4,1.62,-5.862931,0
6500,16,-4,1.62,-5.852433,0
6501,16,-4,1.62,-5.841935,0
6502,16,-13,1.296,-5.832488,-9.1125
6503,17,-4,1.296,-5.82409,0
6504,17,-4,1.296,-5.815691,0
6505,17,-13,0.972,-5.808343,-9.1125
6506,17,-4,0.972,-5.802045,0
6507,20,-14,0.648,-5.796796,-9.1125
6508,20,-14,0.324,-5.793647,-9.1125
6509,20,-14,0,-5.792597,-9.1125
6510,20,-5,0,-5.792597,0
6511,20,-5,0,-5.792597,0
6512,19,3,0.324,-5.791547,9.1125
6513,19,-5,0.324,-5.789448,0
6514,21,-5,0.324,-5.787349,0
6515,21,-14,0,-5.786299,-9.1125
6516,20,-5,0,-5.786299,0
6517,20,-5,0,-5.786299,0
6518,20,-5,0,-5.786299,0
6519,20,-5,0,-5.786299,0
6520,20,-5,0,-5.786299,0
6521,19,3,0.324,-5.785249,9.1125
6522,19,-5,0.324,-5.78315,0
6523,19,-5,0.324,-5.781051,0
6524,19,-5,0.324,-5.778951,0
6525,19,-5,0.324,-5.776852,0
6526,19,-5,0.324,-5.774753,0
6527,20,-5,0.324,-5.772653,0
6528,19,-5,0.324,-5.770554,0
6529,18,-5,0.324,-5.768455,0
6530,17,3,0.648,-5.765306,9.1125
6531,18,4,0.972,-5.760056,9.1125
6532,18,-4,0.972,-5.753758,0
6533,18,-14,0.648,-5.748509,-9.1125
6534,18,-5,0.648,-5.744309,0
6535,18,-5,0.648,-5.74011,0
6536,18,-5,0.648,-5.735911,0
6537,19,-5,0.648,-5.731712,0
6538,19,-5,0.648,-5.727513,0
6539,19,-14,0.324,-5.724364,-9.1125
6540,19,-5,0.324,-5.722264,0
6541,19,-5,0.324,-5.720165,0
6542,19,-5,0.324,-5.718066,0
6543,22,-14,0,-5.717016,-9.1125
6544,22,-15,-0.324,-5.718066,-9.1125
6545,23,-15,-0.648,-5.721215,-9.1125
6546,23,-6,-0.648,-5.725414,0
6547,23,-15,-0.972,-5.730663,-9.1125
6548,23,-6,-0.972,-5.736961,0
6549,23,-6,-0.972,-5.74326,0
6550,23,-6,-0.972,-5.749558,0
6551,23,-6,-0.972,-5.755857,0
6552,24,-6,-0.972,-5.762156,0
6553,24,-6,-0.972,-5.768455,0
6554,24,-16,-1.296,-5.775803,-9.1125
6555,26,-7,-1.296,-5.784201,0
6556,27,-16,-1.62,-5.793648,-9.1125
6557,27,-16,-1.944,-5.805196,-9.1125
6558,27,-17,-2.268,-5.818843,-9.1125
6559,28,-8,-2.268,-5.833539,0
6560,29,-17,-2.592,-5.849286,-9.1125
6561,29,-8,-2.592,-5.866081,0
6562,29,-17,-2.916,-5.883927,-9.1125
6563,29,-8,-2.916,-5.902823,0
6564,29,-8,-2.916,-5.921719,0
6565,31,-8,-2.916,-5.940615,0
6566,31,-18,-3.24,-5.96056,-9.1125
6567,31,-18,-3.564,-5.982605,-9.1125
6568,31,-9,-3.564,-6.0057,0
6569,31,-9,-3.564,-6.028794,0
6570,31,-9,-3.564,-6.051889,0
6571,29,0,-3.24,-6.073934,9.1125
6572,28,0,-2.916,-6.093879,9.1125
6573,28,0,-2.592,-6.111725,9.1125
6574,28,-8,-2.592,-6.128521,0
6575,28,-8,-2.592,-6.145318,0
6576,27,0,-2.268,-6.161064,9.1125
6577,27,-8,-2.268,-6.17576,0
6578,27,-8,-2.268,-6.190457,0
6579,24,0,-1.944,-6.204104,9.1125
6580,24,1,-1.62,-6.215651,9.1125
6581,24,1,-1.296,-6.225099,9.1125
6582,24,-7,-1.296,-6.233497,0
6583,24,-7,-1.296,-6.241895,0
6584,24,-7,-1.296,-6.250293,0
6585,24,-7,-1.296,-6.258691,0
6586,21,1,-0.972,-6.266039,9.1125
6587,19,11,-0.324,-6.270238,18.225
6588,19,12,0.324,-6.270238,18.225
6589,17,3,0.648,-6.267089,9.1125
6590,15,3,0.972,-6.26184,9.1125
6591,15,13,1.62,-6.253442,18.225
6592,14,4,1.944,-6.241895,9.1125
6593,14,-4,1.944,-6.229298,0
6594,14,-4,1.944,-6.216701,0
6595,14,-4,1.944,-6.204103,0
6596,14,-4,1.944,-6.191506,0
6597,14,-4,1.944,-6.178909,0
6598,14,-4,1.944,-6.166312,0
6599,14,-4,1.944,-6.153714,0
6600,14,-4,1.944,-6.141117,0
6601,11,5,2.268,-6.12747,9.1125
6602,11,5,2.592,-6.111724,9.1125
6603,11,5,2.916,-6.093878,9.1125
6604,11,-3,2.916,-6.074982,0
6605,11,-3,2.916,-6.056086,0
6606,11,-3,2.916,-6.03719,0
6607,11,-3,2.916,-6.018295,0
6608,8,6,3.24,-5.998349,9.1125
6609,8,6,3.564,-5.976304,9.1125
6610,8,7,3.888,-5.95216,9.1125
6611,7,7,4.212,-5.925916,9.1125
6612,7,-1,4.212,-5.898622,0
6613,7,-1,4.212,-5.871328,0
6614,7,-1,4.212,-5.844035,0
6615,7,-1,4.212,-5.816741,0
6616,7,-1,4.212,-5.789447,0
6617,7,-1,4.212,-5.762153,0
6618,7,-1,4.212,-5.734859,0
6619,11,-10,3.888,-5.708615,-9.1125
6620,11,-11,3.564,-5.684471,-9.1125
6621,11,-20,2.916,-5.663476,-18.225
6622,11,-2,2.916,-5.64458,0
6623,11,-2,2.916,-5.625684,0
6624,11,-2,2.916,-5.606789,0
6625,11,-2,2.916,-5.587893,0
6626,11,-2,2.916,-5.568997,0
6627,14,-12,2.592,-5.551151,-9.1125
6628,12,-2,2.592,-5.534355,0
6629,12,-2,2.592,-5.517559,0
6630,9,6,2.916,-5.499713,9.1125
6631,9,6,3.24,-5.479767,9.1125
6632,9,7,3.564,-5.457722,9.1125
6633,8,7,3.888,-5.433578,9.1125
6634,9,-1,3.888,-5.408384,0
6635,8,-1,3.888,-5.383189,0
6636,8,-1,3.888,-5.357995,0
6637,8,-1,3.888,-5.3328,0
6638,8,-1,3.888,-5.307606,0
6639,8,-1,3.888,-5.282412,0
6640,6,8,4.212,-5.256167,9.1125
6641,6,8,4.536,-5.227824,9.1125
6642,6,0,4.536,-5.198431,0
6643,6,0,4.536,-5.169038,0
6644,6,0,4.536,-5.139645,0
6645,9,-10,4.212,-5.111301,-9.1125
6646,9,-10,3.888,-5.085057,-9.1125
6647,10,-10,3.564,-5.060913,-9.1125
6648,10,-1,3.564,-5.037818,0
6649,10,-10,3.24,-5.015773,-9.1125
6650,10,-1,3.24,-4.994778,0
6651,9,7,3.564,-4.972733,9.1125
6652,11,-10,3.24,-4.950688,-9.1125
6653,11,-1,3.24,-4.929693,0
6654,10,-1,3.24,-4.908698,0
6655,12,-11,2.916,-4.888752,-9.1125
6656,12,-1,2.916,-4.869857,0
6657,13,-11,2.592,-4.852011,-9.1125
6658,13,-2,2.592,-4.835215,0
6659,13,-11,2.268,-4.819468,-9.1125
6660,13,-2,2.268,-4.804772,0
6661,13,-2,2.268,-4.790075,0
6662,13,-2,2.268,-4.775379,0
6663,12,6,2.592,-4.759633,9.1125
6664,12,-2,2.592,-4.742836,0
6665,12,-2,2.592,-4.72604,0
6666,12,-2,2.592,-4.709245,0
6667,14,-2,2.592,-4.692449,0
6668,17,-20,1.944,-4.677752,-18.225
6669,17,-21,1.296,-4.667254,-18.225
6670,17,-12,0.972,-4.659906,-9.1125
6671,18,-3,0.972,-4.653607,0
6672,19,-13,0.648,-4.648358,-9.1125
6673,19,-3,0.648,-4.644159,0
6674,19,-13,0.324,-4.64101,-9.1125
6675,19,-4,0.324,-4.638911,0
6676,22,-13,0,-4.637861,-9.1125
6677,23,-14,-0.324,-4.638911,-9.1125
6678,24,-23,-0.972,-4.64311,-18.225
6679,24,-5,-0.972,-4.649409,0
6680,25,-15,-1.296,-4.656757,-9.1125
6681,24,-5,-1.296,-4.665155,0
6682,25,-5,-1.296,-4.673553,0
6683,25,-5,-1.296,-4.681951,0
6684,25,-15,-1.62,-4.691399,-9.1125
6685,27,-6,-1.62,-4.701896,0
6686,27,-15,-1.944,-4.713444,-9.1125
6687,27,-16,-2.268,-4.727091,-9.1125
6688,27,-7,-2.268,-4.741787,0
6689,27,-7,-2.268,-4.756484,0
6690,27,-7,-2.268,-4.771181,0
6691,25,2,-1.944,-4.784827,9.1125
6692,23,2,-1.62,-4.796375,9.1125
6693,23,12,-0.972,-4.804773,18.225
6694,23,-5,-0.972,-4.811071,0
6695,23,-5,-0.972,-4.81737,0
6696,23,-5,-0.972,-4.823668,0
6697,20,3,-0.648,-4.828918,9.1125
6698,19,13,0,-4.831017,18.225
6699,19,4,0.324,-4.829967,9.1125
6700,18,4,0.648,-4.826818,9.1125
6701,18,-4,0.648,-4.822619,0
6702,18,-4,0.648,-4.81842,0
6703,18,-4,0.648,-4.81422,0
6704,18,-4,0.648,-4.810021,0
6705,18,-4,0.648,-4.805822,0
6706,18,-4,0.648,-4.801623,0
6707,18,-4,0.648,-4.797423,0
6708,18,-4,0.648,-4.793224,0
6709,14,14,1.296,-4.786926,18.225
6710,14,5,1.62,-4.777478,9.1125
6711,15,6,1.944,-4.765931,9.1125
6712,15,-2,1.944,-4.753334,0
6713,15,-12,1.62,-4.741786,-9.1125
6714,15,-3,1.62,-4.731288,0
6715,15,-3,1.62,-4.72079,0
6716,17,-3,1.62,-4.710292,0
6717,18,-12,1.296,-4.700845,-9.1125
6718,27,-41,0,-4.696645,-36.450001
6719,28,-42,-1.296,-4.700845,-36.450001
6720,32,-53,-2.916,-4.714491,-45.5625
6721,32,-17,-3.24,-4.734437,-9.1125
6722,32,-26,-3.888,-4.757532,-18.225
6723,32,-8,-3.888,-4.782726,0
6724,36,-18,-4.212,-4.80897,-9.1125
6725,36,-18,-4.536,-4.837314,-9.1125
6726,36,-28,-5.184,-4.868807,-18.225
6727,36,-10,-5.184,-4.902399,0
6728,36,-10,-5.184,-4.935991,0
6729,36,-10,-5.184,-4.969584,0
6730,36,-10,-5.184,-5.003176,0
6731,41,-19,-5.508,-5.037818,-9.1125
6732,41,-29,-6.156,-5.075609,-18.225
6733,41,-30,-6.804,-5.117599,-18.225
6734,43,-11,-6.804,-5.161689,0
6735,42,-21,-7.128,-5.20683,-9.1125
6736,42,-12,-7.128,-5.253019,0
6737,42,-12,-7.128,-5.299209,0
6738,42,-12,-7.128,-5.345398,0
6739,42,-12,-7.128,-5.391588,0
6740,42,-12,-7.128,-5.437778,0
6741,42,-12,-7.128,-5.483967,0
6742,43,-12,-7.128,-5.530157,0
6743,41,-12,-7.128,-5.576346,0
6744,41,-3,-6.804,-5.621486,9.1125
6745,41,-12,-6.804,-5.665576,0
6746,41,-12,-6.804,-5.709665,0
6747,41,-12,-6.804,-5.753755,0
6748,41,-12,-6.804,-5.797845,0
6749,41,-12,-6.804,-5.841935,0
6750,41,-12,-6.804,-5.886024,0
6751,41,-12,-6.804,-5.930114,0
6752,39,-3,-6.48,-5.973154,9.1125
6753,39,-3,-6.156,-6.014095,9.1125
6754,39,-12,-6.156,-6.053986,0
6755,39,-12,-6.156,-6.093877,0
6756,39,-12,-6.156,-6.133768,0
6757,41,-12,-6.156,-6.173659,0
6758,40,-21,-6.48,-6.2146,-9.1125
6759,40,-12,-6.48,-6.25659,0
6760,40,-12,-6.48,-6.29858,0
6761,40,-12,-6.48,-6.34057,0
6762,40,-12,-6.48,-6.382561,0
6763,40,-12,-6.48,-6.424551,0
6764,43,-22,-6.804,-6.467591,-9.1125
6765,43,-22,-7.128,-6.512732,-9.1125
6766,43,-23,-7.452,-6.55997,-9.1125
6767,44,-14,-7.452,-6.60826,0
6768,44,-14,-7.452,-6.656549,0
6769,45,-23,-7.776,-6.705887,-9.1125
6770,48,-23,-8.1,-6.757325,-9.1125
6771,48,-33,-8.748,-6.811913,-18.225
6772,49,-25,-9.072001,-6.869649,-9.1125
6773,49,-16,-9.072001,-6.928436,0
6774,43,-6,-8.748,-6.986173,9.1125
6775,43,3,-8.1,-7.040761,18.225
6776,43,3,-7.452,-7.091149,18.225
6777,44,-14,-7.452,-7.139438,0
6778,46,-24,-7.776,-7.188776,-9.1125
6779,46,-24,-8.1,-7.240214,-9.1125
6780,46,-24,-8.424001,-7.293752,-9.1125
6781,44,-6,-8.1,-7.34729,9.1125
6782,43,-6,-7.776,-7.398728,9.1125
6783,43,-5,-7.452,-7.448067,9.1125
6784,41,-5,-7.128,-7.495306,9.1125
6785,40,-5,-6.804,-7.540446,9.1125
6786,40,-4,-6.48,-7.583486,9.1125
6787,39,-4,-6.156,-7.624427,9.1125
6788,37,-4,-5.832,-7.663268,9.1125
6789,37,-4,-5.508,-7.700009,9.1125
6790,37,-13,-5.508,-7.735701,0
6791,36,-3,-5.184,-7.770343,9.1125
6792,34,-3,-4.86,-7.802886,9.1125
6793,34,-3,-4.536,-7.833329,9.1125
6794,34,-12,-4.536,-7.862722,0
6795,34,-12,-4.536,-7.892115,0
6796,34,-12,-4.536,-7.921508,0
6797,28,6,-3.888,-7.948802,18.225
6798,28,7,-3.24,-7.971897,18.225
6799,24,26,-1.944,-7.988693,36.450001
6800,25,0,-1.62,-8.00024,9.1125
6801,24,0,-1.296,-8.009687,9.1125
6802,24,-9,-1.296,-8.018085,0
6803,24,-9,-1.296,-8.026484,0
6804,24,-9,-1.296,-8.034882,0
6805,24,-9,-1.296,-8.04328,0
6806,24,-9,-1.296,-8.051678,0
6807,24,-9,-1.296,-8.060076,0
6808,24,-9,-1.296,-8.068474,0
6809,25,-9,-1.296,-8.076872,0
6810,24,-9,-1.296,-8.08527,0
6811,24,-9,-1.296,-8.093667,0
6812,24,-9,-1.296,-8.102065,0
6813,25,-9,-1.296,-8.110463,0
6814,24,-9,-1.296,-8.118861,0
6815,24,-9,-1.296,-8.127259,0
6816,24,-9,-1.296,-8.135657,0
6817,24,-9,-1.296,-8.144055,0
6818,25,-9,-1.296,-8.152453,0
6819,24,-9,-1.296,-8.160851,0
6820,24,-9,-1.296,-8.16925,0
6821,24,-9,-1.296,-8.177648,0
6822,24,-9,-1.296,-8.186046,0
6823,25,-9,-1.296,-8.194443,0
6824,23,-9,-1.296,-8.202841,0
6825,23,0,-0.972,-8.21019,9.1125
6826,23,-9,-0.972,-8.216488,0
6827,21,0,-0.648,-8.221737,9.1125
6828,19,0,-0.324,-8.224886,9.1125
6829,19,10,0.324,-8.224886,18.225
6830,19,-7,0.324,-8.222787,0
6831,19,-7,0.324,-8.220687,0
6832,19,-7,0.324,-8.218588,0
6833,19,-7,0.324,-8.216489,0
6834,18,1,0.648,-8.21334,9.1125
6835,18,-7,0.648,-8.20914,0
6836,18,-7,0.648,-8.204941,0
6837,18,-7,0.648,-8.200742,0
6838,15,1,0.972,-8.195493,9.1125
6839,15,2,1.296,-8.188145,9.1125
6840,15,2,1.62,-8.178697,9.1125
6841,15,-6,1.62,-8.168199,0
6842,13,2,1.944,-8.156651,9.1125
6843,11,3,2.268,-8.143004,9.1125
6844,11,13,2.916,-8.126208,18.225
6845,11,-5,2.916,-8.107313,0
6846,12,-5,2.916,-8.088417,0
