id,color,turn,p,i,d
186,18,3,0.648,2.668489,0
187,18,3,0.648,2.672688,0
188,18,3,0.648,2.676887,0
189,18,3,0.648,2.681086,0
190,18,3,0.648,2.685285,0
191,19,3,0.648,2.689484,0
192,19,3,0.648,2.693683,0
193,19,-6,0.324,2.696832,-9.1125
194,19,3,0.324,2.698932,0
195,19,3,0.324,2.701031,0
196,20,3,0.324,2.703131,0
197,18,3,0.324,2.70523,0
198,16,12,0.648,2.70838,9.1125
199,14,22,1.296,2.714679,18.225
200,14,22,1.944,2.725176,18.225
201,14,4,1.944,2.737773,0
202,13,14,2.268,2.75142,9.1125
203,11,14,2.592,2.767167,9.1125
204,10,14,2.916,2.785012,9.1125
205,10,15,3.24,2.804958,9.1125
206,10,6,3.24,2.825953,0
207,9,15,3.564,2.847998,9.1125
208,9,6,3.564,2.871093,0
209,9,6,3.564,2.894188,0
210,9,6,3.564,2.917282,0
211,9,6,3.564,2.940377,0
212,11,6,3.564,2.963472,0
213,11,-2,3.24,2.985517,-9.1125
214,11,-3,2.916,3.005462,-9.1125
215,11,5,2.916,3.024358,0
216,11,5,2.916,3.043253,0
217,10,15,3.24,3.063199,9.1125
218,8,15,3.564,3.085244,9.1125
219,8,16,3.888,3.109388,9.1125
220,8,7,3.888,3.134583,0
221,8,7,3.888,3.159777,0
222,7,16,4.212,3.186021,9.1125
223,7,7,4.212,3.213315,0
224,7,7,4.212,3.240608,0
225,5,16,4.536,3.268952,9.1125
226,5,17,4.86,3.299395,9.1125
227,4,17,5.184,3.331937,9.1125
228,4,8,5.184,3.36553,0
229,4,8,5.184,3.399122,0
230,4,8,5.184,3.432714,0
231,3,18,5.508,3.467357,9.1125
232,3,9,5.508,3.503048,0
233,3,9,5.508,3.53874,0
234,3,9,5.508,3.574432,0
235,3,9,5.508,3.610124,0
236,3,9,5.508,3.645815,0
237,3,9,5.508,3.681507,0
238,3,9,5.508,3.717199,0
239,3,9,5.508,3.752891,0
240,3,9,5.508,3.788583,0
241,3,9,5.508,3.824274,0
242,3,9,5.508,3.859966,0
243,3,9,5.508,3.895658,0
244,3,9,5.508,3.93135,0
245,3,9,5.508,3.967041,0
246,3,9,5.508,4.002733,0
247,3,9,5.508,4.038425,0
248,3,9,5.508,4.074117,0
249,3,9,5.508,4.109808,0
250,3,9,5.508,4.1455,0
251,3,9,5.508,4.181192,0
252,3,9,5.508,4.216884,0
253,3,9,5.508,4.252575,0
254,3,9,5.508,4.288267,0
255,3,9,5.508,4.323959,0
256,3,9,5.508,4.359651,0
257,4,9,5.508,4.395342,0
258,3,9,5.508,4.431035,0
259,3,9,5.508,4.466726,0
260,3,10,5.508,4.502418,0
261,3,10,5.508,4.53811,0
262,3,10,5.508,4.573802,0
263,3,10,5.508,4.609493,0
264,3,10,5.508,4.645185,0
265,3,10,5.508,4.680877,0
266,3,10,5.508,4.716568,0
267,3,10,5.508,4.75226,0
268,3,10,5.508,4.787952,0
269,3,10,5.508,4.823644,0
270,3,10,5.508,4.859335,0
271,3,10,5.508,4.895027,0
272,3,10,5.508,4.930719,0
273,3,10,5.508,4.966411,0
274,3,10,5.508,5.002102,0
275,4,10,5.508,5.037794,0
276,3,10,5.508,5.073486,0
277,3,10,5.508,5.109178,0
278,3,10,5.508,5.144869,0
279,9,-8,4.86,5.178462,-18.225
280,11,-8,4.212,5.207855,-18.225
281,12,-18,3.24,5.231999,-27.3375
282,16,-19,2.268,5.249846,-27.3375
283,18,-11,1.62,5.262443,-18.225
284,18,-11,0.972,5.270841,-18.225
285,18,-3,0.648,5.27609,-9.1125
286,21,-3,0.324,5.279239,-9.1125
287,23,-3,0,5.280288,-9.1125
288,23,-13,-0.648,5.278189,-18.225
289,24,-4,-0.972,5.27294,-9.1125
290,28,-14,-1.62,5.264542,-18.225
291,28,-5,-1.944,5.252995,-9.1125
292,28,-15,-2.592,5.238298,-18.225
293,30,2,-2.592,5.221502,0
294,30,-6,-2.916,5.203656,-9.1125
295,30,-7,-3.24,5.18371,-9.1125
296,30,1,-3.24,5.162715,0
297,30,1,-3.24,5.14172,0
298,30,1,-3.24,5.120725,0
299,30,1,-3.24,5.09973,0
300,30,1,-3.24,5.078734,0
301,30,1,-3.24,5.057739,0
302,30,1,-3.24,5.036744,0
303,31,1,-3.24,5.015749,0
304,32,-7,-3.564,4.993704,-9.1125
305,32,1,-3.564,4.97061,0
306,32,-8,-3.888,4.946465,-9.1125
307,32,1,-3.888,4.921271,0
308,32,1,-3.888,4.896076,0
309,32,0,-3.888,4.870882,0
310,34,0,-3.888,4.845687,0
311,35,-8,-4.212,4.819443,-9.1125
312,36,-18,-4.86,4.790051,-18.225
313,36,0,-4.86,4.758557,0
314,36,-9,-5.184,4.726015,-9.1125
315,35,8,-4.86,4.693472,9.1125
316,35,0,-4.86,4.661979,0
317,35,0,-4.86,4.630486,0
318,35,0,-4.86,4.598993,0
319,35,0,-4.86,4.5675,0
320,35,0,-4.86,4.536007,0
321,35,0,-4.86,4.504514,0
322,35,0,-4.86,4.473021,0
323,35,0,-4.86,4.441528,0
324,35,0,-4.86,4.410035,0
325,35,0,-4.86,4.378541,0
326,35,0,-4.86,4.347049,0
327,35,0,-4.86,4.315556,0
328,35,0,-4.86,4.284062,0
329,32,8,-4.536,4.25362,9.1125
330,30,18,-3.888,4.226326,18.225
331,29,19,-3.24,4.203231,18.225
332,25,19,-2.592,4.184336,18.225
333,25,20,-1.944,4.169639,18.225
334,25,11,-1.62,4.158092,9.1125
335,21,21,-0.972,4.149694,18.225
336,21,12,-0.648,4.144445,9.1125
337,20,22,0,4.142345,18.225
338,22,-5,-0.324,4.141296,-9.1125
339,22,3,-0.324,4.139196,0
340,22,-5,-0.648,4.136047,-9.1125
341,22,3,-0.648,4.131848,0
342,23,3,-0.648,4.127649,0
343,22,3,-0.648,4.12345,0
344,23,3,-0.648,4.119251,0
345,23,3,-0.648,4.115052,0
346,23,-5,-0.972,4.109803,-9.1125
347,24,3,-0.972,4.103504,0
348,26,-6,-1.296,4.096156,-9.1125
349,27,-6,-1.62,4.086708,-9.1125
350,31,-25,-2.592,4.073061,-27.3375
351,31,-7,-2.916,4.055215,-9.1125
352,37,-36,-4.212,4.032121,-36.450001
353,37,-19,-4.86,4.002727,-18.225
354,37,-19,-5.508,3.969135,-18.225
355,37,-1,-5.508,3.933443,0
356,37,-1,-5.508,3.897751,0
357,39,-1,-5.508,3.86206,0
358,41,-20,-6.156,3.824268,-18.225
359,41,-11,-6.48,3.783328,-9.1125
360,41,-12,-6.804,3.740288,-9.1125
361,42,-3,-6.804,3.696198,0
362,43,-12,-7.128,3.651058,-9.1125
363,43,-3,-7.128,3.604868,0
364,43,-13,-7.452,3.557629,-9.1125
365,44,-3,-7.452,3.50934,0
366,43,-3,-7.452,3.461051,0
367,43,-4,-7.452,3.412762,0
368,43,-4,-7.452,3.364473,0
369,43,-4,-7.452,3.316184,0
370,43,-4,-7.452,3.267895,0
371,41,5,-7.128,3.220656,9.1125
372,38,14,-6.48,3.176566,18.225
373,32,24,-5.508,3.137725,27.3375
374,32,25,-4.536,3.105183,27.3375
375,29,26,-3.564,3.078938,27.3375
376,27,18,-2.916,3.057943,18.225
377,27,18,-2.268,3.041147,18.225
378,27,0,-2.268,3.026451,0
379,27,0,-2.268,3.011754,0
380,25,10,-1.944,2.998107,9.1125
381,22,19,-1.296,2.98761,18.225
382,20,20,-0.648,2.981311,18.225
383,17,30,0.324,2.980261,27.3375
384,17,12,0.648,2.983411,9.1125
385,17,13,0.972,2.988659,9.1125
386,17,3,0.972,2.994958,0
387,15,13,1.296,3.002306,9.1125
388,15,13,1.62,3.011754,9.1125
389,15,4,1.62,3.022252,0
390,15,4,1.62,3.032749,0
391,13,14,1.944,3.044297,9.1125
392,12,14,2.268,3.057944,9.1125
393,12,14,2.592,3.07369,9.1125
394,13,5,2.592,3.090486,0
395,11,5,2.592,3.107282,0
396,11,15,2.916,3.125128,9.1125
397,12,6,2.916,3.144024,0
398,12,6,2.916,3.16292,0
399,12,-3,2.592,3.180765,-9.1125
400,13,5,2.592,3.197562,0
401,14,-3,2.268,3.213308,-9.1125
402,14,5,2.268,3.228005,0
403,14,-3,1.944,3.241652,-9.1125
404,14,5,1.944,3.254249,0
405,14,5,1.944,3.266846,0
406,13,14,2.268,3.280493,9.1125
407,13,5,2.268,3.295189,0
408,12,15,2.592,3.310936,9.1125
409,12,5,2.592,3.327732,0
410,12,5,2.592,3.344528,0
411,12,5,2.592,3.361325,0
412,12,5,2.592,3.378121,0
413,14,5,2.592,3.394917,0
414,17,-12,1.944,3.409614,-18.225
415,21,-22,0.972,3.419061,-27.3375
416,23,-23,0,3.422211,-27.3375
417,36,-53,-1.944,3.415912,-54.674999
418,36,-45,-3.564,3.398066,-45.5625
419,42,-66,-5.832,3.367623,-63.787498
420,43,-21,-6.48,3.327732,-18.225
421,48,-40,-7.776,3.281543,-36.450001
422,48,-23,-8.424001,3.229055,-18.225
423,48,-24,-9.072001,3.172368,-18.225
424,49,-5,-9.072001,3.113581,0
425,50,-15,-9.396,3.053745,-9.1125
426,51,-15,-9.72,2.991809,-9.1125
427,52,-16,-10.044001,2.927774,-9.1125
428,52,-7,-10.044001,2.862689,0
429,52,-16,-10.368,2.796554,-9.1125
430,52,-7,-10.368,2.729369,0
431,50,1,-10.044001,2.663234,9.1125
432,50,1,-9.72,2.599199,9.1125
433,45,11,-9.072001,2.538313,18.225
434,45,12,-8.424001,2.481626,18.225
435,45,3,-8.1,2.428088,9.1125
436,45,-5,-8.1,2.3756,0
437,43,3,-7.776,2.324162,9.1125
438,40,13,-7.128,2.275873,18.225
439,37,13,-6.48,2.231783,18.225
440,37,14,-5.832,2.191892,18.225
441,36,15,-5.184,2.1562,18.225
442,32,6,-4.86,2.123657,9.1125
443,32,16,-4.212,2.094264,18.225
444,32,7,-3.888,2.06802,9.1125
445,33,-1,-3.888,2.042826,0
446,33,-1,-3.888,2.017632,0
447,33,-11,-4.212,1.991388,-9.1125
448,32,7,-3.888,1.965144,9.1125
449,32,-1,-3.888,1.93995,0
450,32,-1,-3.888,1.914755,0
451,32,-1,-3.888,1.889561,0
452,32,-2,-3.888,1.864367,0
453,33,-2,-3.888,1.839172,0
454,33,-2,-3.888,1.813978,0
455,34,-11,-4.212,1.787734,-9.1125
456,33,-2,-4.212,1.76044,0
457,33,-2,-4.212,1.733146,0
458,33,-2,-4.212,1.705853,0
459,33,-2,-4.212,1.678559,0
460,33,-2,-4.212,1.651265,0
461,35,-2,-4.212,1.623971,0
462,35,-12,-4.536,1.595628,-9.1125
463,35,-12,-4.86,1.565185,-9.1125
464,35,-3,-4.86,1.533692,0
465,35,-3,-4.86,1.502199,0
466,35,-3,-4.86,1.470706,0
467,34,6,-4.536,1.440263,9.1125
468,32,6,-4.212,1.41192,9.1125
469,32,6,-3.888,1.385676,9.1125
470,31,6,-3.564,1.361531,9.1125
471,32,-2,-3.564,1.338437,0
472,37,-21,-4.212,1.313242,-18.225
473,38,-21,-4.86,1.283849,-18.225
474,38,-22,-5.508,1.250257,-18.225
475,41,-23,-6.156,1.212466,-18.225
476,41,-14,-6.48,1.171525,-9.1125
477,41,-14,-6.804,1.128485,-9.1125
478,41,-5,-6.804,1.084395,0
479,40,3,-6.48,1.041355,9.1125
480,39,-5,-6.48,0.999364,0
481,39,3,-6.156,0.958423,9.1125
482,39,-5,-6.156,0.918533,0
483,39,-5,-6.156,0.878642,0
484,43,-14,-6.48,0.837701,-9.1125
485,43,-15,-6.804,0.794661,-9.1125
486,43,-24,-7.452,0.748471,-18.225
487,43,-6,-7.452,0.700183,0
488,43,-6,-7.452,0.651894,0
489,45,-6,-7.452,0.603605,0
490,46,-16,-7.776,0.554266,-9.1125
491,46,-16,-8.1,0.502828,-9.1125
492,48,-17,-8.424001,0.44929,-9.1125
493,47,-17,-8.748,0.393653,-9.1125
494,47,-8,-8.748,0.336966,0
495,47,-8,-8.748,0.280279,0
496,47,-8,-8.748,0.223592,0
497,51,-18,-9.072001,0.165855,-9.1125
498,51,-18,-9.396,0.106018,-9.1125
499,51,-28,-10.044001,0.043033,-18.225
500,51,-10,-10.044001,-0.022052,0
501,51,-10,-10.044001,-0.087137,0
502,51,-10,-10.044001,-0.152223,0
503,51,-10,-10.044001,-0.217308,0
504,52,-10,-10.044001,-0.282393,0
505,53,-19,-10.368,-0.348528,-9.1125
506,53,-10,-10.368,-0.415712,0
507,53,-20,-10.692,-0.483947,-9.1125
508,54,-11,-10.692,-0.553231,0
509,54,-11,-10.692,-0.622515,0
510,54,-20,-11.016001,-0.692849,-9.1125
511,54,-11,-11.016001,-0.764233,0
512,54,-11,-11.016001,-0.835616,0
513,54,-11,-11.016001,-0.907,0
514,52,-2,-10.692,-0.977334,9.1125
515,49,7,-10.044001,-1.044519,18.225
516,48,7,-9.396,-1.107504,18.225
517,48,-1,-9.072001,-1.167341,9.1125
518,48,-10,-9.072001,-1.226127,0
519,45,0,-8.748,-1.283864,9.1125
520,45,0,-8.424001,-1.339501,9.1125
521,43,9,-7.776,-1.391989,18.225
522,43,0,-7.452,-1.441328,9.1125
523,43,-8,-7.452,-1.489617,0
524,43,-8,-7.452,-1.537906,0
525,40,0,-7.128,-1.585145,9.1125
526,41,0,-6.804,-1.630285,9.1125
527,41,0,-6.48,-1.673325,9.1125
528,41,-17,-6.804,-1.716365,-9.1125
529,41,-8,-6.804,-1.760455,0
530,38,0,-6.48,-1.803495,9.1125
531,38,1,-6.156,-1.844436,9.1125
532,38,1,-5.832,-1.883277,9.1125
533,38,-7,-5.832,-1.921069,0
534,37,1,-5.508,-1.95781,9.1125
535,36,-7,-5.508,-1.993502,0
536,35,1,-5.184,-2.028144,9.1125
537,35,2,-4.86,-2.060687,9.1125
538,35,-6,-4.86,-2.09218,0
539,35,-6,-4.86,-2.123672,0
540,34,2,-4.536,-2.154115,9.1125
541,34,-6,-4.536,-2.183509,0
542,31,2,-4.212,-2.211852,9.1125
543,31,2,-3.888,-2.238096,9.1125
544,31,3,-3.564,-2.262241,9.1125
545,31,-5,-3.564,-2.285336,0
546,31,-5,-3.564,-2.30843,0
547,31,-5,-3.564,-2.331525,0
548,31,-5,-3.564,-2.35462,0
549,30,3,-3.24,-2.376665,9.1125
550,30,-5,-3.24,-2.39766,0
551,30,-5,-3.24,-2.418655,0
552,30,-5,-3.24,-2.439651,0
553,30,-5,-3.24,-2.460646,0
554,30,-5,-3.24,-2.481641,0
555,30,-5,-3.24,-2.502636,0
556,30,-5,-3.24,-2.523631,0
557,31,-5,-3.24,-2.544626,0
558,31,-5,-3.24,-2.565622,0
559,31,-15,-3.564,-2.587667,-9.1125
560,31,-6,-3.564,-2.610761,0
561,31,-6,-3.564,-2.633856,0
562,31,-6,-3.564,-2.656951,0
563,31,-6,-3.564,-2.680046,0
564,32,-6,-3.564,-2.70314,0
565,31,-6,-3.564,-2.726235,0
566,31,-6,-3.564,-2.74933,0
567,31,-6,-3.564,-2.772425,0
568,31,-6,-3.564,-2.79552,0
569,31,-6,-3.564,-2.818614,0
570,31,-6,-3.564,-2.841709,0
571,31,-6,-3.564,-2.864804,0
572,31,-6,-3.564,-2.887899,0
573,31,-6,-3.564,-2.910994,0
574,31,-6,-3.564,-2.934088,0
575,32,-6,-3.564,-2.957183,0
576,32,-6,-3.564,-2.980278,0
577,32,-16,-3.888,-3.004422,-9.1125
578,31,2,-3.564,-3.028567,9.1125
579,31,-6,-3.564,-3.051662,0
580,31,-6,-3.564,-3.074757,0
581,31,-6,-3.564,-3.097851,0
582,31,-6,-3.564,-3.120946,0
583,32,-6,-3.564,-3.144041,0
584,32,-6,-3.564,-3.167136,0
585,32,-16,-3.888,-3.19128,-9.1125
586,33,-7,-3.888,-3.216475,0
587,33,-7,-3.888,-3.241668,0
588,33,-16,-4.212,-3.267913,-9.1125
589,33,-7,-4.212,-3.295207,0
590,33,-7,-4.212,-3.3225,0
591,33,-7,-4.212,-3.349794,0
592,33,-7,-4.212,-3.377088,0
593,33,-7,-4.212,-3.404382,0
594,33,-7,-4.212,-3.431675,0
595,33,-7,-4.212,-3.458969,0
596,33,-7,-4.212,-3.486263,0
597,33,-7,-4.212,-3.513557,0
598,32,1,-3.888,-3.539801,9.1125
599,32,-7,-3.888,-3.564995,0
600,32,-7,-3.888,-3.590189,0
601,32,-7,-3.888,-3.615383,0
602,32,-7,-3.888,-3.640578,0
603,29,1,-3.564,-3.664722,9.1125
604,27,11,-2.916,-3.685717,18.225
605,27,12,-2.268,-3.702513,18.225
606,27,-5,-2.268,-3.71721,0
607,26,3,-1.944,-3.730857,9.1125
608,26,-5,-1.944,-3.743454,0
609,26,-5,-1.944,-3.756051,0
610,26,-5,-1.944,-3.768648,0
611,26,-5,-1.944,-3.781246,0
612,25,3,-1.62,-3.792793,9.1125
613,23,4,-1.296,-3.802241,9.1125
614,23,4,-0.972,-3.809589,9.1125
615,21,4,-0.648,-3.814838,9.1125
616,22,-4,-0.648,-3.819037,0
617,22,4,-0.324,-3.822186,9.1125
618,21,-4,-0.324,-3.824286,0
619,21,-4,-0.324,-3.826385,0
620,20,5,0,-3.827435,9.1125
621,21,-3,0,-3.827435,0
622,21,-3,0,-3.827435,0
623,22,-13,-0.324,-3.828485,-9.1125
624,22,-4,-0.324,-3.830585,0
625,22,-13,-0.648,-3.833734,-9.1125
626,21,4,-0.324,-3.836883,9.1125
627,21,-4,-0.324,-3.838983,0
628,21,-4,-0.324,-3.841082,0
629,21,-4,-0.324,-3.843182,0
630,21,-4,-0.324,-3.845282,0
631,21,-4,-0.324,-3.847381,0
632,22,-4,-0.324,-3.849481,0
633,22,-4,-0.324,-3.851581,0
634,22,-13,-0.648,-3.85473,-9.1125
635,22,-4,-0.648,-3.858929,0
636,22,-4,-0.648,-3.863128,0
637,21,4,-0.324,-3.866277,9.1125
638,21,-4,-0.324,-3.868377,0
639,21,-4,-0.324,-3.870476,0
640,21,-4,-0.324,-3.872576,0
641,22,-4,-0.324,-3.874676,0
642,24,-13,-0.648,-3.877825,-9.1125
643,24,-13,-0.972,-3.883074,-9.1125
644,24,-14,-1.296,-3.890422,-9.1125
645,21,4,-0.972,-3.89777,9.1125
646,17,23,0,-3.90092,27.3375
647,18,14,0.648,-3.89882,18.225
648,17,6,0.972,-3.893571,9.1125
649,17,-2,0.972,-3.887273,0
650,17,-2,0.972,-3.880974,0
651,17,-2,0.972,-3.874675,0
652,17,-2,0.972,-3.868377,0
653,14,6,1.296,-3.861028,9.1125
654,14,6,1.62,-3.851581,9.1125
655,14,7,1.944,-3.840033,9.1125
656,14,-1,1.944,-3.827436,0
657,14,-1,1.944,-3.814839,0
658,14,-1,1.944,-3.802242,0
659,12,7,2.268,-3.788595,9.1125
660,9,17,2.916,-3.771799,18.225
661,10,8,3.24,-3.751853,9.1125
662,11,0,3.24,-3.730858,0
663,11,0,3.24,-3.709863,0
664,11,-9,2.916,-3.689917,-9.1125
665,10,8,3.24,-3.669972,9.1125
666,10,0,3.24,-3.648977,0
667,10,0,3.24,-3.627981,0
668,10,0,3.24,-3.606986,0
669,10,0,3.24,-3.585991,0
670,10,0,3.24,-3.564996,0
671,10,0,3.24,-3.544001,0
672,11,0,3.24,-3.523005,0
673,11,0,3.24,-3.50201,0
674,11,-9,2.916,-3.482065,-9.1125
675,11,0,2.916,-3.463169,0
676,11,0,2.916,-3.444274,0
677,11,0,2.916,-3.425378,0
678,11,0,2.916,-3.406482,0
679,11,0,2.916,-3.387587,0
680,11,0,2.916,-3.368691,0
681,10,9,3.24,-3.348746,9.1125
682,10,0,3.24,-3.327751,0
683,10,0,3.24,-3.306756,0
684,10,0,3.24,-3.28576,0
685,11,0,3.24,-3.264765,0
686,11,0,3.24,-3.24377,0
687,11,-9,2.916,-3.223825,-9.1125
688,11,0,2.916,-3.204929,0
689,11,0,2.916,-3.186033,0
690,14,-9,2.592,-3.168187,-9.1125
691,14,-9,2.268,-3.152441,-9.1125
692,14,-10,1.944,-3.138794,-9.1125
693,15,-1,1.944,-3.126197,0
694,15,-1,1.944,-3.1136,0
695,15,-10,1.62,-3.102052,-9.1125
696,15,-1,1.62,-3.091555,0
697,17,-1,1.62,-3.081057,0
698,17,-10,1.296,-3.071609,-9.1125
699,17,-11,0.972,-3.064261,-9.1125
700,17,-2,0.972,-3.057962,0
701,17,-2,0.972,-3.051664,0
702,16,7,1.296,-3.044316,9.1125
703,16,-1,1.296,-3.035918,0
704,15,7,1.62,-3.02647,9.1125
705,15,-1,1.62,-3.015972,0
706,15,-1,1.62,-3.005474,0
707,15,-1,1.62,-2.994977,0
708,15,-1,1.62,-2.984479,0
709,15,-1,1.62,-2.973982,0
710,15,-1,1.62,-2.963484,0
711,15,-1,1.62,-2.952986,0
712,11,17,2.268,-2.940389,18.225
713,11,8,2.592,-2.924643,9.1125
714,11,9,2.916,-2.906797,9.1125
715,11,0,2.916,-2.887901,0
716,12,0,2.916,-2.869006,0
717,12,0,2.916,-2.85011,0
718,12,-9,2.592,-2.832264,-9.1125
719,12,0,2.592,-2.815468,0
720,12,0,2.592,-2.798672,0
721,12,0,2.592,-2.781876,0
722,12,0,2.592,-2.765079,0
723,13,0,2.592,-2.748283,0
724,13,0,2.592,-2.731487,0
725,12,0,2.592,-2.714691,0
726,14,-9,2.268,-2.698944,-9.1125
727,14,0,2.268,-2.684248,0
728,14,-9,1.944,-2.670601,-9.1125
729,13,8,2.268,-2.656954,9.1125
730,14,0,2.268,-2.642257,0
731,14,0,2.268,-2.627561,0
732,14,-9,1.944,-2.613914,-9.1125
733,14,0,1.944,-2.601317,0
734,14,0,1.944,-2.58872,0
735,14,0,1.944,-2.576122,0
736,14,0,1.944,-2.563525,0
737,14,0,1.944,-2.550928,0
738,14,0,1.944,-2.538331,0
739,14,0,1.944,-2.525733,0
740,13,8,2.268,-2.512087,9.1125
741,13,0,2.268,-2.49739,0
742,13,0,2.268,-2.482693,0
743,13,0,2.268,-2.467997,0
744,13,0,2.268,-2.4533,0
745,12,9,2.592,-2.437554,9.1125
746,12,0,2.592,-2.420758,0
747,12,0,2.592,-2.403961,0
748,12,0,2.592,-2.387165,0
749,12,0,2.592,-2.370369,0
750,10,9,2.916,-2.352523,9.1125
751,10,10,3.24,-2.332578,9.1125
752,11,0,3.24,-2.311583,0
753,11,0,3.24,-2.290587,0
754,11,-8,2.916,-2.270642,-9.1125
755,11,0,2.916,-2.251746,0
756,11,0,2.916,-2.232851,0
757,13,0,2.916,-2.213955,0
758,13,-8,2.592,-2.196109,-9.1125
759,13,-9,2.268,-2.180363,-9.1125
760,14,0,2.268,-2.165666,0
761,14,0,2.268,-2.15097,0
762,14,-9,1.944,-2.137323,-9.1125
763,14,0,1.944,-2.124726,0
764,13,9,2.268,-2.111079,9.1125
765,14,0,2.268,-2.096382,0
766,14,0,2.268,-2.081685,0
767,15,-9,1.944,-2.068038,-9.1125
768,15,0,1.944,-2.055441,0
769,15,-9,1.62,-2.043894,-9.1125
770,15,0,1.62,-2.033396,0
771,15,0,1.62,-2.022899,0
772,10,18,2.268,-2.010302,18.225
773,10,19,2.916,-1.993505,18.225
774,10,10,3.24,-1.97356,9.1125
775,9,10,3.564,-1.951515,9.1125
776,9,1,3.564,-1.92842,0
777,9,1,3.564,-1.905326,0
778,9,1,3.564,-1.882231,0
779,9,1,3.564,-1.859136,0
780,9,1,3.564,-1.836042,0
781,9,1,3.564,-1.812947,0
782,8,11,3.888,-1.788802,9.1125
783,8,2,3.888,-1.763608,0
784,7,11,4.212,-1.737364,9.1125
785,7,2,4.212,-1.71007,0
786,7,2,4.212,-1.682777,0
787,7,2,4.212,-1.655483,0
788,7,2,4.212,-1.628189,0
789,7,2,4.212,-1.600895,0
790,7,2,4.212,-1.573601,0
791,7,2,4.212,-1.546308,0
792,7,2,4.212,-1.519014,0
793,7,2,4.212,-1.49172,0
794,7,2,4.212,-1.464426,0
795,7,2,4.212,-1.437132,0
796,7,2,4.212,-1.409839,0
797,7,2,4.212,-1.382545,0
798,6,12,4.536,-1.354201,9.1125
799,7,3,4.536,-1.324808,0
800,7,3,4.536,-1.295415,0
801,7,-6,4.212,-1.267071,-9.1125
802,7,2,4.212,-1.239778,0
803,7,2,4.212,-1.212484,0
804,7,3,4.212,-1.18519,0
805,6,12,4.536,-1.156847,9.1125
806,6,3,4.536,-1.127453,0
807,6,3,4.536,-1.09806,0
808,6,3,4.536,-1.068667,0
809,6,3,4.536,-1.039274,0
810,6,3,4.536,-1.00988,0
811,6,3,4.536,-0.980487,0
812,6,3,4.536,-0.951094,0
813,6,3,4.536,-0.9217,0
814,7,3,4.536,-0.892307,0
815,6,3,4.536,-0.862914,0
816,6,3,4.536,-0.833521,0
817,5,13,4.86,-0.803078,9.1125
818,5,4,4.86,-0.771585,0
819,6,4,4.86,-0.740092,0
820,6,4,4.86,-0.708599,0
821,6,-5,4.536,-0.678156,-9.1125
822,6,3,4.536,-0.648763,0
823,7,3,4.536,-0.619369,0
824,7,3,4.536,-0.589976,0
825,7,-5,4.212,-0.561633,-9.1125
826,7,3,4.212,-0.534339,0
827,7,3,4.212,-0.507045,0
828,7,3,4.212,-0.479751,0
829,7,3,4.212,-0.452458,0
830,7,3,4.212,-0.425164,0
831,7,3,4.212,-0.39787,0
832,7,3,4.212,-0.370576,0
833,7,3,4.212,-0.343283,0
834,7,3,4.212,-0.315989,0
835,7,3,4.212,-0.288695,0
836,7,3,4.212,-0.261401,0
837,7,3,4.212,-0.234107,0
838,7,4,4.212,-0.206814,0
839,7,4,4.212,-0.17952,0
840,7,4,4.212,-0.152226,0
841,7,4,4.212,-0.124932,0
842,7,4,4.212,-0.097639,0
843,7,4,4.212,-0.070345,0
844,7,4,4.212,-0.043051,0
845,8,4,4.212,-0.015757,0
846,10,-5,3.888,0.010487,-9.1125
847,10,-5,3.564,0.034631,-9.1125
848,9,3,3.564,0.057726,0
849,9,3,3.564,0.080821,0
850,9,3,3.564,0.103915,0
851,9,3,3.564,0.12701,0
852,9,3,3.564,0.150105,0
853,9,3,3.564,0.173199,0
854,10,3,3.564,0.196294,0
855,10,3,3.564,0.219389,0
856,10,-5,3.24,0.241434,-9.1125
857,10,3,3.24,0.262429,0
858,10,3,3.24,0.283424,0
859,10,3,3.24,0.304419,0
860,9,13,3.564,0.326464,9.1125
861,10,3,3.564,0.349559,0
862,10,3,3.564,0.372654,0
863,10,-5,3.24,0.394699,-9.1125
864,10,3,3.24,0.415694,0
865,10,3,3.24,0.436689,0
866,10,3,3.24,0.457684,0
867,9,13,3.564,0.479729,9.1125
868,9,4,3.564,0.502824,0
869,9,4,3.564,0.525919,0
870,9,4,3.564,0.549014,0
871,9,4,3.564,0.572108,0
872,9,4,3.564,0.595203,0
873,9,4,3.564,0.618298,0
874,9,4,3.564,0.641393,0
875,9,4,3.564,0.664487,0
876,10,4,3.564,0.687582,0
877,9,4,3.564,0.710677,0
878,9,4,3.564,0.733772,0
879,9,4,3.564,0.756866,0
880,9,4,3.564,0.779961,0
881,9,4,3.564,0.803056,0
882,8,13,3.888,0.8272,9.1125
883,8,4,3.888,0.852394,0
884,8,4,3.888,0.877589,0
885,8,4,3.888,0.902783,0
886,8,4,3.888,0.927977,0
887,8,4,3.888,0.953171,0
888,8,4,3.888,0.978366,0
889,8,4,3.888,1.00356,0
890,8,4,3.888,1.028754,0
891,9,4,3.888,1.053948,0
892,11,-4,3.564,1.078093,-9.1125
893,11,-4,3.24,1.100138,-9.1125
894,11,-5,2.916,1.120083,-9.1125
895,10,13,3.24,1.140029,9.1125
896,11,4,3.24,1.161024,0
897,11,4,3.24,1.182019,0
898,11,-4,2.916,1.201965,-9.1125
899,11,4,2.916,1.22086,0
900,10,13,3.24,1.240806,9.1125
901,12,-4,2.916,1.260751,-9.1125
